с2025-08-17 18:06:34,197 - __main__ - INFO - ������������ ��������� �������
2025-08-17 18:39:17,904 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:39:17,905 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:39:19,436 - httpcore.http11 - DEBUG - receive_response_headers.failed exception=CancelledError()
2025-08-17 18:39:19,437 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:39:19,437 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:39:19,438 - httpcore.connection - DEBUG - connect_tcp.started host='api.telegram.org' port=443 local_address=None timeout=5.0 socket_options=None
2025-08-17 18:39:19,545 - httpcore.connection - DEBUG - connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x000001F2EC73A410>
2025-08-17 18:39:19,547 - httpcore.connection - DEBUG - start_tls.started ssl_context=<ssl.SSLContext object at 0x000001F2EC667140> server_hostname='api.telegram.org' timeout=5.0
2025-08-17 18:39:19,648 - httpcore.connection - DEBUG - start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x000001F2EC73A350>
2025-08-17 18:39:19,648 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:39:19,649 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:39:19,649 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:39:19,649 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:39:19,649 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:39:30,184 - __main__ - INFO - Конфигурация загружена успешно
2025-08-17 18:39:30,184 - __main__ - INFO - 🚀 Запуск бота...
2025-08-17 18:39:30,185 - __main__ - INFO - 📱 Создание приложения с токеном: ...SDZk7Pte0E
2025-08-17 18:39:30,512 - __main__ - CRITICAL - 💥 КРИТИЧЕСКАЯ ОШИБКА при запуске бота: name 'error_handler' is not defined
Traceback (most recent call last):
  File "C:\Users\Александр\PycharmProjects\Right_foodbot2\main.py", line 396, in main
    application.add_error_handler(error_handler)
                                  ^^^^^^^^^^^^^
NameError: name 'error_handler' is not defined
2025-08-17 18:40:14,809 - __main__ - INFO - Конфигурация загружена успешно
2025-08-17 18:40:14,809 - __main__ - INFO - 🚀 Запуск бота...
2025-08-17 18:40:14,811 - urllib3.connectionpool - DEBUG - Starting new HTTPS connection (1): api.telegram.org:443
2025-08-17 18:40:15,227 - urllib3.connectionpool - DEBUG - https://api.telegram.org:443 "GET /bot8092013147:AAGbWNixaYJ4SvpgefJT-xL1ySDZk7Pte0E/getMe HTTP/1.1" 200 285
2025-08-17 18:40:15,228 - __main__ - INFO - ✅ Бот найден: Околица (@Sibokolicabot)
2025-08-17 18:40:15,228 - __main__ - INFO - 📱 Создание приложения с токеном: ...SDZk7Pte0E
2025-08-17 18:40:15,563 - __main__ - CRITICAL - 💥 КРИТИЧЕСКАЯ ОШИБКА при запуске бота: name 'error_handler' is not defined
Traceback (most recent call last):
  File "C:\Users\Александр\PycharmProjects\Right_foodbot2\main.py", line 411, in main
    application.add_error_handler(error_handler)
                                  ^^^^^^^^^^^^^
NameError: name 'error_handler' is not defined
2025-08-17 18:41:03,918 - __main__ - INFO - Конфигурация загружена успешно
2025-08-17 18:41:03,918 - __main__ - INFO - 🚀 Запуск бота...
2025-08-17 18:41:03,920 - urllib3.connectionpool - DEBUG - Starting new HTTPS connection (1): api.telegram.org:443
2025-08-17 18:41:04,226 - urllib3.connectionpool - DEBUG - https://api.telegram.org:443 "GET /bot8092013147:AAGbWNixaYJ4SvpgefJT-xL1ySDZk7Pte0E/getMe HTTP/1.1" 200 285
2025-08-17 18:41:04,227 - __main__ - INFO - ✅ Бот найден: Околица (@Sibokolicabot)
2025-08-17 18:41:04,227 - __main__ - INFO - 📱 Создание приложения с токеном: ...SDZk7Pte0E
2025-08-17 18:41:04,581 - __main__ - INFO - 📝 Регистрация обработчика команд...
2025-08-17 18:41:04,582 - __main__ - INFO - 📝 Регистрация обработчика всех сообщений...
2025-08-17 18:41:04,582 - __main__ - INFO - 📝 Регистрация обработчика кнопок...
2025-08-17 18:41:04,582 - __main__ - INFO - ✅ Все обработчики зарегистрированы
2025-08-17 18:41:04,582 - __main__ - INFO - 🤖 Бот запущен и ожидает сообщений...
2025-08-17 18:41:04,582 - __main__ - INFO - 📋 Отправьте /start боту для проверки
2025-08-17 18:41:04,582 - asyncio - DEBUG - Using proactor: IocpProactor
2025-08-17 18:41:04,614 - httpcore.connection - DEBUG - connect_tcp.started host='api.telegram.org' port=443 local_address=None timeout=5.0 socket_options=None
2025-08-17 18:41:04,700 - httpcore.connection - DEBUG - connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000015E2637D450>
2025-08-17 18:41:04,700 - httpcore.connection - DEBUG - start_tls.started ssl_context=<ssl.SSLContext object at 0x0000015E2523B5C0> server_hostname='api.telegram.org' timeout=5.0
2025-08-17 18:41:04,791 - httpcore.connection - DEBUG - start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000015E25352790>
2025-08-17 18:41:04,792 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:41:04,792 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:41:04,792 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:41:04,792 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:41:04,792 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:41:04,876 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:41:02 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'285'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:41:04,876 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:41:04,877 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:41:04,877 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:41:04,877 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:41:04,878 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:41:04,878 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:41:04,878 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:41:04,879 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:41:04,879 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:41:04,962 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:41:03 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'68'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:41:04,963 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:41:04,963 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:41:04,963 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:41:04,963 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:41:04,964 - apscheduler.scheduler - INFO - Scheduler started
2025-08-17 18:41:04,964 - telegram.ext.Application - INFO - Application started
2025-08-17 18:41:04,964 - httpcore.connection - DEBUG - connect_tcp.started host='api.telegram.org' port=443 local_address=None timeout=5.0 socket_options=None
2025-08-17 18:41:04,965 - apscheduler.scheduler - DEBUG - Looking for jobs to run
2025-08-17 18:41:04,965 - apscheduler.scheduler - DEBUG - No jobs; waiting until a job is added
2025-08-17 18:41:05,060 - httpcore.connection - DEBUG - connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000015E2639EED0>
2025-08-17 18:41:05,060 - httpcore.connection - DEBUG - start_tls.started ssl_context=<ssl.SSLContext object at 0x0000015E2523B650> server_hostname='api.telegram.org' timeout=5.0
2025-08-17 18:41:05,159 - httpcore.connection - DEBUG - start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000015E25353F50>
2025-08-17 18:41:05,160 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:41:05,160 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:41:05,161 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:41:05,161 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:41:05,161 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:41:15,255 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:41:13 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:41:15,256 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:41:15,256 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:41:15,256 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:41:15,256 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:41:15,257 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:41:15,257 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:41:15,257 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:41:15,257 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:41:15,258 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:41:25,351 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:41:23 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:41:25,351 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:41:25,351 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:41:25,351 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:41:25,351 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:41:25,352 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:41:25,353 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:41:25,353 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:41:25,353 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:41:25,353 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:41:35,445 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:41:33 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:41:35,446 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:41:35,446 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:41:35,446 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:41:35,446 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:41:35,447 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:41:35,448 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:41:35,448 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:41:35,448 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:41:35,448 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:41:45,539 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:41:43 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:41:45,539 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:41:45,539 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:41:45,539 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:41:45,539 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:41:45,539 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:41:45,539 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:41:45,539 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:41:45,539 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:41:45,539 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:41:55,687 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:41:53 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:41:55,687 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:41:55,687 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:41:55,688 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:41:55,688 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:41:55,688 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:41:55,688 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:41:55,688 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:41:55,688 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:41:55,688 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:42:05,783 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:42:03 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:42:05,783 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:42:05,783 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:42:05,792 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:42:05,792 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:42:05,792 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:42:05,792 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:42:05,792 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:42:05,792 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:42:05,792 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:42:15,886 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:42:13 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:42:15,886 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:42:15,886 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:42:15,886 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:42:15,886 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:42:15,886 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:42:15,886 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:42:15,886 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:42:15,886 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:42:15,886 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:42:25,984 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:42:24 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:42:25,984 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:42:25,984 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:42:25,984 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:42:25,984 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:42:25,984 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:42:25,984 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:42:25,984 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:42:25,984 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:42:25,984 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:42:36,078 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:42:34 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:42:36,078 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:42:36,078 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:42:36,078 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:42:36,078 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:42:36,078 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:42:36,078 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:42:36,078 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:42:36,078 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:42:36,078 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:42:46,183 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:42:44 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:42:46,183 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:42:46,184 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:42:46,184 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:42:46,184 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:42:46,184 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:42:46,185 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:42:46,185 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:42:46,185 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:42:46,185 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:42:47,563 - httpcore.http11 - DEBUG - receive_response_headers.failed exception=CancelledError()
2025-08-17 18:42:47,564 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:42:47,564 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:42:47,565 - httpcore.connection - DEBUG - connect_tcp.started host='api.telegram.org' port=443 local_address=None timeout=5.0 socket_options=None
2025-08-17 18:42:47,656 - httpcore.connection - DEBUG - connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000015E263AE1D0>
2025-08-17 18:42:47,656 - httpcore.connection - DEBUG - start_tls.started ssl_context=<ssl.SSLContext object at 0x0000015E2523B650> server_hostname='api.telegram.org' timeout=5.0
2025-08-17 18:42:47,748 - httpcore.connection - DEBUG - start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000015E263BA5D0>
2025-08-17 18:42:47,748 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-08-17 18:42:47,749 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-08-17 18:42:47,749 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-08-17 18:42:47,749 - httpcore.http11 - DEBUG - send_request_body.complete
2025-08-17 18:42:47,749 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-08-17 18:42:50,835 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx/1.18.0'), (b'Date', b'Sun, 17 Aug 2025 11:42:48 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'23'), (b'Connection', b'keep-alive'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Methods', b'GET, POST, OPTIONS'), (b'Access-Control-Expose-Headers', b'Content-Length,Content-Type,Date,Server,Connection')])
2025-08-17 18:42:50,836 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2025-08-17 18:42:50,836 - httpcore.http11 - DEBUG - receive_response_body.complete
2025-08-17 18:42:50,836 - httpcore.http11 - DEBUG - response_closed.started
2025-08-17 18:42:50,836 - httpcore.http11 - DEBUG - response_closed.complete
2025-08-17 18:42:50,837 - telegram.ext.Application - INFO - Application is stopping. This might take a moment.
2025-08-17 18:42:50,837 - apscheduler.scheduler - INFO - Scheduler has been shut down
2025-08-17 18:42:50,837 - telegram.ext.Application - INFO - Application.stop() complete
2025-08-17 18:42:50,837 - httpcore.connection - DEBUG - close.started
2025-08-17 18:42:50,838 - httpcore.connection - DEBUG - close.started
2025-08-17 18:42:50,838 - httpcore.connection - DEBUG - close.complete
2025-08-17 18:42:50,838 - httpcore.connection - DEBUG - close.complete
2025-08-17 18:44:32,233 - __main__ - INFO - Конфигурация загружена успешно
2025-08-17 18:44:32,233 - __main__ - INFO - 🚀 Запуск бота...
2025-08-17 18:44:32,233 - urllib3.connectionpool - DEBUG - Starting new HTTPS connection (1): api.telegram.org:443
2025-08-17 18:44:32,572 - urllib3.connectionpool - DEBUG - https://api.telegram.org:443 "GET /bot8092013147:AAGbWNixaYJ4SvpgefJT-xL1ySDZk7Pte0E/getMe HTTP/1.1" 200 285
2025-08-17 18:44:32,572 - __main__ - INFO - ✅ Бот найден: Околица (@Sibokolicabot)
2025-08-17 18:44:32,572 - __main__ - INFO - 📱 Создание приложения с токеном: ...SDZk7Pte0E
2025-08-17 18:44:32,882 - __main__ - INFO - 📝 Регистрация обработчика команд...
2025-08-17 18:44:32,882 - __main__ - INFO - 📝 Регистрация обработчика всех сообщений...
2025-08-17 18:44:32,882 - __main__ - INFO - 📝 Регистрация обработчика кнопок...
2025-08-17 18:44:32,882 - __main__ - INFO - ✅ Все обработчики зарегистрированы
2025-08-17 18:44:32,882 - __main__ - INFO - 🤖 Бот запущен и ожидает сообщений...
2025-08-17 18:44:32,882 - __main__ - INFO - 📋 Отправьте /start боту для проверки
2025-08-17 18:44:32,882 - asyncio - DEBUG - Using proactor: IocpProactor
2025-08-17 18:44:32,907 - httpcore.connection - DEBUG - connect_tcp.started host='api.telegram.org' port=443 local_address=None timeout=5.0 socket_options=None
2025-08-17 18:44:33,005 - httpcore.connection - DEBUG - connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x000002105519D390>
